331	7220866	3901	656
332	7242391	20	14
333	7242542	755	322
334	7247083	591	97
335	7250486	144	56
336	7251381	20	10
337	7251517	2356	610
338	7263952	113	59
339	7264695	145	40
340	7265559	421	99
341	7267794	3268	995
342	7285918	3642	1343
343	7306886	291	170
344	7308747	42	30
345	7309038	66	49
346	7309502	187	46
347	7310562	746	208
348	7314967	31	22
349	7315190	201	31
350	7316392	14	9
351	7316507	4370	1591
352	7339621	976	362
353	7344593	1949	718
354	7354611	5530	1477
355	7383341	37881	2299
356	7570484	4926	1040
357	7596187	3186	1178
358	7614368	3975	834
359	7635945	1822	491
360	7645802	7195	1092
361	7681759	2808	38
362	7695189	463	272
363	7698072	227	95
364	7699486	4625	743
365	7724344	4489	1305
366	7748548	1052	345
367	7754814	37490	2572
368	7940091	1193	547
369	7947203	6572	1280
370	7984021	3247	632
371	8001712	33727	1951
372	8167678	958	461
373	8173143	804	326
374	8177426	2	1
375	8177443	4274	1280
376	8201335	2582	505
377	8215040	442	292
378	8217768	1875	501
379	8228062	2515	1749
380	8243005	2186	556
381	8255118	12959	1565
382	8318014	1102	499
383	8324532	1046	453
384	8330489	2014	632
385	8341276	4991	679
386	8368178	107	11
387	8368784	144	75
388	8369579	293	292
389	8370853	3419	1183
390	8390110	6	5
391	8390148	3080	1157
392	8407191	307	301
393	8408774	368	341
394	8410748	26	4
395	8410898	28	1
396	8411035	2452	369
397	8423308	4067	1238
398	8444322	229	116
399	8445647	1533	516
400	8454243	623	245
401	8457985	121	87
402	8458793	28	25
403	8459006	4094	329
404	8479602	149	86
405	8480549	68641	543
406	8764471	87	50
407	8765034	104	28
408	8765634	10852	42
409	8812985	2887	368
410	8826335	3532	421
411	8843786	3367	840
412	8861637	25073	1402
413	8984520	28	1
414	8984661	5054	784
415	9011620	629	89
416	9015095	7224	876
417	9051619	540	162
418	9054326	5778	230
419	9083659	2246	626
420	9095935	20874	1436
421	9201905	1291	553
422	9209267	1247	318
423	9216455	3492	709
424	9235675	29400	952
425	9376047	385	136
426	9378437	1631	72
427	9386235	1834	833
428	9397087	3	2
429	9397113	6598	469
430	9430333	597	234
431	9434004	232	109
432	9435363	779	312
433	9439722	248	57
434	9441153	64	35
435	9441586	9160	538
436	9485058	4768	187
437	9506270	4615	366
438	9529894	428	248
439	9532586	547	189
440	9535867	50	19
441	9536171	1603	512
442	9545103	1964	264
443	9554692	66	47
444	9555172	382	145
445	9557397	737	492
446	9561815	4513	706
447	9585848	5407	165
448	9613092	242	124
449	9614630	34	19
450	9614854	1021	357
451	9620796	4481	772
452	9645069	410	175
453	9647495	2337	747
454	9660850	893	428
455	9666362	6572	1180
456	9699008	562	327
457	9702550	10652	1167
458	9757150	4396	838
459	9779670	2562	719
460	9793798	9538	1264
461	9840318	4	3
462	9840348	731	102
463	9844194	910	521
464	9849858	103	65
465	9850524	938	418
466	9855917	1448	603
467	9864332	77	13
468	9864769	1198	599
469	9871518	30	1
470	9871667	265	55
471	9873046	488	206
472	9876092	3312	622
473	9893321	1206	262
474	9899224	129	61
475	9899911	10	4
476	9899971	14	10
477	9900072	1401	44
478	9906069	361	61
479	9907841	1166	413
480	9914467	7889	1091
481	9957382	78	45
482	9957879	4491	114
483	9979979	1212	311
484	9986810	78	41
485	9987308	678	316
486	9991234	427	130
487	9993514	49	31
488	9993841	975	190
489	9998861	461	122
490	10001298	1377	514
491	10009241	629	248
492	10012993	151	66
493	10013898	612	318
494	10017664	1090	435
495	10024213	1107	599
496	10031019	768	380
497	10035665	2379	630
498	10049280	952	303
499	10054954	2285	702
500	10068062	211	166
501	10069546	2688	628
502	10084121	2352	888
503	10098030	1354	250
504	10104979	1152	517
505	10111864	109	77
506	10112623	59	32
507	10113008	58	44
508	10113423	2191	856
509	10126275	3543	691
510	10144595	2952	1067
511	10160988	4714	1129
512	10186958	1522	595
513	10195815	45	39
514	10196135	20	14
515	10196285	15703	610
516	10275722	2871	936
517	10292073	3878	916
518	10311846	531	325
519	10315056	3403	351
520	10331871	22009	1589
521	10437540	3157	705
522	10454369	2319	1058
523	10467582	270	137
524	10469152	2528	586
525	10482973	9	6
526	10483038	33	16
527	10483261	4343	971
528	10506534	104	68
529	10507215	77	48
530	10507746	71	37
531	10508213	802	239
532	10512519	8169	358
533	10550211	1098	425
534	10556601	36189	593
535	10720319	947	335
536	10725700	1275	316
537	10733056	407	141
538	10735529	5	4
539	10735572	26003	1611
540	10863941	2799	901
541	10879682	289	107
542	10881457	573	133
543	10884807	18	15
544	10884942	228	97
545	10886386	594	197
546	10889963	589	268
547	10893515	9	4
548	10893583	1135	311
549	10899630	197	82
550	10900868	118	71
551	10901649	104	50
552	10902312	414	171
553	10904894	94	31
554	10905438	13	6
555	10905535	270	130
556	10907326	988	439
557	10913206	143	25
558	10914046	86	29
559	10914579	15209	1272
560	10986689	1612	269
561	10995518	5303	1401
562	11025573	2553	766
563	11040326	1339	480
564	11048063	134	70
565	11048925	2018	564
566	11060450	223	74
567	11061817	397	156
568	11064246	14	10
569	11064351	20	11
570	11064488	594	211
571	11067859	5387	971
572	11096058	10	8
573	11096139	1022	335
574	11102239	1724	583
575	11111787	2118	967
576	11123638	2519	1002
577	11137660	2998	909
578	11154305	433	76
579	11156729	3548	891
580	11175937	154	36
581	11176961	2948	752
582	11192914	211	37
583	11194321	3040	800
584	11210919	177	49
585	11212096	2664	664
586	11226577	134	45
587	11227512	144	42
588	11228508	2519	711
589	11242458	125	36
590	11243322	2862	746
591	11259073	221	44
592	11260537	3080	731
593	11277159	183	53
594	11278400	151	44
595	11279448	3523	856
596	11298445	232	71
597	11299975	184	64
598	11301226	235	46
599	11302787	257	66
600	11304471	214	51
601	11305900	192	62
602	11307196	198	47
603	11308534	173	52
604	11309680	160	39
605	11310735	234	60
606	11312275	1259	60
607	11319288	9985	1221
608	11372975	3193	297
609	11390681	287	84
610	11392221	410	57
611	11394652	93	19
612	11395157	1368	587
613	11403247	404	340
614	11405803	1435	202
615	11413857	281	180
616	11415657	688	195
617	11419665	981	321
618	11425427	409	254
619	11428107	144	81
620	11429002	196	109
621	11430232	1454	294
622	11438521	782	354
623	11443187	1427	448
624	11451221	3302	1089
625	11469863	908	460
626	11475522	958	512
627	11481122	888	442
628	11486355	1943	122
629	11494709	1136	447
630	11501384	3125	349
631	11518225	467	144
632	11521030	688	202
633	11525048	1256	526
634	11532302	544	112
635	11535322	3541	651
636	11555021	8719	1344
637	11600018	725	344
638	11604583	1019	433
639	11610750	117	82
640	11611518	757	288
641	11616217	1894	628
642	11627389	4427	1020
643	11651935	813	192
644	11656503	101	78
645	11657162	445	201
646	11659986	285	148
647	11661710	114	86
648	11662515	461	228
649	11665375	1201	635
650	11672159	1408	391
651	11680125	929	119
652	11684914	3375	768
653	11703319	519	160
654	11706034	10273	989
655	11757562	2	1
656	11757577	2	1
657	11757592	940	190
658	11762470	395	231
659	11764861	1793	340
660	11774408	30139	1530
661	11922695	1879	294
662	11932795	45757	1003
663	12136915	9513	445
664	12184061	24195	1181
665	12300900	168	123
666	12301866	2010	269
667	12312337	309	194
668	12314196	406	115
669	12316383	5315	1100
670	12343812	2926	1173
671	12360278	112	32
672	12360928	8906	1677
673	12408519	1443	664
674	12416231	2146	340
675	12426747	2664	967
676	12441591	3	2
677	12441614	2	1
678	12441629	11680	1447
679	12499443	94	46
680	12499963	4	3
681	12499993	5	2
682	12500028	2547	193
683	12512488	1885	586
684	12522773	2656	660
685	12537480	479	276
686	12540448	2	1
687	12540465	1238	459
688	12547143	8329	923
689	12590938	77	27
690	12591417	978	458
691	12597444	3089	657
692	12614145	589	144
693	12617468	592	269
694	12621026	88	52
695	12621617	2223	811
696	12634515	2014	508
697	12646231	85	60
698	12646832	2062	598
699	12658135	282	71
700	12659751	3694	941
701	12680403	89	31
702	12680932	14	9
703	12681032	114	46
704	12681753	101	68
705	12682446	9	6
706	12682520	23	16
707	12682695	4749	250
708	12702815	8	3
709	12702874	394	165
710	12705168	3821	739
711	12726371	22	20
712	12726543	2230	863
713	12739503	5418	77
714	12762859	59	36
715	12763275	231	140
716	12764707	1892	313
717	12774628	371	244
718	12777056	44	21
719	12777346	7	6
720	12777403	3769	824
721	12798055	199	76
722	12799270	123	75
723	12800102	115	73
724	12800829	165	111
725	12801930	429	280
726	12804653	5386	1192
727	12834076	317	66
728	12835840	9991	735
729	12885296	548	189
730	12888467	335	213
731	12890667	4243	711
732	12913481	2427	517
733	12926835	56	40
734	12927263	3866	451
735	12945687	2978	903
736	12962292	404	189
737	12964843	2450	495
738	12977827	912	241
739	12982778	189	96
740	12983945	637	156
741	12987403	1356	299
742	12994964	1037	465
743	13001163	74	32
744	13001622	10	7
745	13001696	758	146
746	13006228	1752	226
747	13014575	1039	378
748	13020628	1349	415
749	13028374	339	216
750	13030449	57	29
751	13030830	45	23
752	13031128	84	44
753	13031685	13	6
754	13031768	148	63
755	13032756	1274	582
756	13040332	1255	449
757	13047740	50	38
758	13048091	348	189
759	13050305	794	336
760	13055244	231	103
761	13056784	34	21
762	13057032	110	44
763	13057700	1614	345
764	13066545	1155	610
765	13073382	173	56
766	13074413	482	225
767	13077454	905	289
768	13082578	58	30
769	13082950	1443	624
770	13091726	652	79
771	13095516	38	32
772	13095812	9837	1025
773	13147581	7937	695
774	13184722	2201	642
775	13197444	1805	589
776	13207454	2004	587
777	13218778	2063	650
778	13230402	2167	243
779	13242331	2317	649
780	13255378	403	182
781	13257759	149	68
782	13258657	725	138
783	13262672	1643	588
784	13272378	1618	19
785	13280575	2178	266
786	13291794	86	46
787	13292388	1221	383
788	13299581	2406	504
789	13312559	2384	432
790	13325231	365	126
791	13327377	4078	341
792	13347547	44	26
793	13347877	22	16
794	13348043	405	146
795	13350451	5038	938
796	13377687	497	292
797	13380872	334	235
798	13383058	193	90
799	13384335	371	111
800	13386512	222	76
801	13387727	941	297
802	13393350	10599	913
803	13442434	82	40
804	13442942	310	91
805	13444651	420	211
806	13447237	1454	486
807	13455716	11934	613
808	13517407	34	29
809	13517651	425	230
810	13520354	826	282
811	13525097	1110	225
812	13531116	3125	706
813	13548143	7	6
814	13548202	392	143
815	13550562	29415	702
816	13691723	125	71
817	13692530	1106	546
818	13699228	6199	961
819	13732885	138	67
820	13733798	484	251
821	13736683	359	164
822	13738960	145	83
823	13739888	242	152
824	13741459	325	165
825	13743500	1814	613
826	13753754	37	31
827	13754026	17	16
828	13754159	436	49
829	13756533	85	32
830	13757084	255398	191
831	14780262	7139	1247
832	14818065	55	43
833	14818467	314	137
834	14820425	48	33
835	14820761	50	28
836	14821098	44	7
837	14821342	210	158
838	14822722	5	4
839	14822764	35	12
840	14823001	634	336
841	14826945	424	219
842	14829588	145	107
843	14830567	431	83
844	14832983	3383	530
845	14851013	1060	513
846	14857565	186	78
847	14858787	24	13
848	14858962	164	109
849	14860048	174	118
850	14861175	93	49
851	14861781	118	22
852	14862485	5	4
853	14862527	124	70
854	14863335	13	12
855	14863437	9	8
856	14863512	89	15
857	14864019	6	4
858	14864067	2142	658
859	14876159	15	4
860	14876241	1042	241
861	14882198	51	34
862	14882565	89	51
863	14883160	87	60
864	14883771	4	3
865	14883806	13	10
866	14883913	1252	414
867	14891184	95	76
868	14891828	32	14
869	14892055	66	9
870	14892458	108	7
871	14893094	333	45
872	14894888	93	33
873	14895473	30	14
874	14895674	7	6
875	14895732	759	396
876	14900373	141	70
877	14901322	151	104
878	14902274	410	207
879	14904743	248	57
880	14906166	3536	646
881	14924399	4054	478
882	14945916	113	12
883	14946591	1230	529
884	14954130	175	116
885	14955258	489	89
886	14957883	468	119
887	14960593	358	181
888	14962917	524	167
889	14966008	191	84
890	14967230	11	8
891	14967316	33	14
892	14967539	72	10
893	14967962	5	4
894	14968006	4	3
895	14968041	246	117
896	14969586	134	86
897	14970436	222	64
898	14971785	767	414
899	14976378	3186	632
900	14992887	483	186
901	14995699	691	265
902	14999767	2435	484
903	15012791	1752	333
904	15022031	814	115
905	15026497	4645	1089
906	15052358	1663	657
907	15062178	389	45
908	15064274	249	130
909	15065869	69	35
910	15066299	1170	367
911	15073023	10551	747
912	15127054	4279	1225
913	15150783	2066	809
914	15162785	314	86
915	15164708	82	44
916	15165262	88	39
917	15165830	1666	517
918	15174793	361	103
919	15177023	9	8
920	15177099	131	52
921	15177918	31	21
922	15178145	173	76
923	15179278	28	27
924	15179491	222	115
925	15180883	435	247
926	15183691	2209	713
927	15196310	4	2
928	15196341	14	5
929	15196427	4778	876
930	15221306	4538	571
931	15245405	1540	632
932	15254495	2	1
933	15254512	311	212
934	15256544	3798	596
935	15275649	56	54
936	15276071	156	80
937	15277092	2091	513
938	15287962	494	301
939	15291122	17173	500
940	15364688	3046	733
941	15381669	28	21
942	15381876	5	4
943	15381921	1639	465
944	15391049	1232	455
945	15398521	4522	1139
946	15423936	11861	841
947	15486223	1577	623
948	15495562	2233	506
949	15508289	1133	430
950	15514801	558	233
951	15518220	644	193
952	15521875	59	26
953	15522267	5041	521
954	15549356	812	404
955	15554386	74	47
956	15554877	1475	276
957	15562819	153	70
958	15563786	426	232
959	15566424	12497	1094
960	15629917	381	199
961	15632214	219	137
962	15633654	129	25
963	15634333	749	355
964	15638801	460	233
965	15641709	1856	757
966	15652926	86	66
967	15653502	48	27
968	15653835	192	81
969	15655040	223	161
970	15656544	208	60
971	15657724	6798	1449
972	15693739	37	9
973	15693953	3	2
974	15693980	2	1
975	15693997	1689	128
976	15703439	3179	780
977	15720151	83	38
978	15720710	8779	969
979	15767470	1528	193
980	15775470	25	15
981	15775649	208	145
982	15777005	218	41
983	15778267	319	94
984	15780032	2527	417
985	15792312	370	170
986	15794583	3505	348
987	15813978	412	207
988	15816594	635	273
989	15820374	284	114
990	15822046	197	112
991	15823350	449	94
992	15826046	1632	587
993	15835797	267	74
994	15837395	57	47
995	15837783	1355	413
996	15845609	12787	922
997	15904491	987	264
998	15909638	443	212
999	15912352	618	232
1000	15916171	288	206
1001	15918056	25	21
1002	15918252	14653	576
1003	15988554	916	387
1004	15994050	564	267
1005	15997479	21	14
1006	15997630	90	32
1007	15998209	13	11
1008	15998321	99	59
1009	15998995	39	24
1010	15999265	14	13
1011	15999367	9	8
1012	15999443	3449	498
1013	16016316	86	79
1014	16016911	95	89
1015	16017565	78	76
1016	16018115	425	185
1017	16020582	1503	201
1018	16029223	82	79
1019	16029798	9763	218
1020	16077206	862	351
1021	16082217	26	25
1022	16082411	274	216
1023	16084181	25	24
1024	16084368	8	7
1025	16084438	1473	726
1026	16092528	3363	780
1027	16110124	22	11
1028	16110260	35	19
1029	16110474	229	110
1030	16111883	398	225
1031	16114385	15	8
1032	16114481	6	5
1033	16114532	14	11
1034	16114632	108	58
1035	16115279	3	2
1036	16115310	8105	1040
1037	16156963	5984	1028
1038	16187648	51	31
1039	16187991	57	31
1040	16188393	881	240
1041	16193595	1079	287
1042	16199563	597	335
1043	16203112	395	264
1044	16205591	135	71
1045	16206457	3760	84
1046	16225444	17015	185
1047	16308760	4854	1191
1048	16335464	10549	436
1049	16388764	2151	645
1050	16400684	1138	435
1051	16406614	3398	1031
1052	16425141	1872	709
1053	16435655	1246	488
1054	16442944	1949	114
1055	16451265	168	126
1056	16452393	1119	446
1057	16458822	217	154
1058	16460290	4	1
1059	16460322	3884	814
1060	16480515	874	442
1061	16485745	15	10
1062	16485853	74	39
1063	16486346	236	93
1064	16487782	1629	264
1065	16495653	32	19
1066	16495878	104	70
1067	16496564	11	8
1068	16496654	495	127
1069	16499449	21	13
1070	16499595	205	76
1071	16500834	201	96
1072	16502036	22	10
1073	16502193	1036	475
1074	16508517	44	23
1075	16508807	73	44
1076	16509296	173	85
1077	16510383	100	55
1078	16511004	2642	947
1079	16525550	67	48
1080	16526033	219	183
1081	16527445	36	17
1082	16527703	11	4
1083	16527778	158	92
1084	16528719	2	1
1085	16528739	78	31
1086	16529209	3687	509
1087	16547470	387	169
1088	16549755	589	178
1089	16553145	2	1
1090	16553165	779	245
1091	16557910	2	1
1092	16557930	35	24
1093	16558185	504	233
1094	16561294	193	49
1095	16562431	1117	526
1096	16569250	272	112
1097	16570914	4	1
1098	16570946	855	354
1099	16576155	43	23
1100	16576456	5	3
1101	16576501	3	2
1102	16576530	1215	539
1103	16583737	695	134
1104	16587638	2	1
1105	16587658	886	45
1106	16592014	550	27
1107	16595120	2	1
1108	16595140	736	238
1109	16599443	471	216
1110	16602317	1222	574
1111	16609832	1413	284
1112	16617362	40	25
1113	16617618	26	5
1114	16617782	2	1
1115	16617802	10	6
1116	16617883	3	2
1117	16617912	2	1
1118	16617932	2	1
1119	16617952	41	24
1120	16618235	89	59
1121	16618842	148	58
1122	16619781	2	1
1123	16619801	2	1
1124	16619821	2	1
1125	16619841	3	2
1126	16619870	4	2
1127	16619903	109	59
1128	16620589	2075	415
1129	16632040	982	48
1130	16637707	34	15
1131	16637955	37	28
1132	16638219	3	2
1133	16638249	52	23
1134	16638578	2	1
1135	16638598	5	4
1136	16638645	2	1
1137	16638665	26	20
1138	16638856	2	1
1139	16638876	2	1
1140	16638896	2	1
1141	16638916	2	1
1142	16638936	10	5
1143	16639010	23	10
1144	16639184	12	11
1145	16639282	63	35
1146	16639699	6	3
1147	16639745	57	38
1148	16640158	2876	800
1149	16656646	2	1
1150	16656666	2	1
1151	16656686	2	1
1152	16656706	101	48
1153	16657321	18	12
1154	16657451	2	1
1155	16657471	2	1
1156	16657491	478	220
1157	16660001	445	249
1158	16662579	17	7
1159	16662688	851	402
1160	16667447	666	313
1161	16671496	323	124
1162	16673369	10924	561
1163	16724113	6927	655
1164	16760161	2	1
1165	16760181	70573	1432
1166	17092375	692	396
1167	17095652	501	248
1168	17098749	736	200
1169	17103082	4178	270
1170	17121011	1306	363
1171	17128206	6690	1080
1172	17161403	346	91
1173	17163428	26	14
1174	17163605	573	188
1175	17166961	485	79
1176	17169466	4188	709
1177	17191215	728	91
1178	17194896	1422	223
1179	17202891	6	4
1180	17202944	2165	767
1181	17214995	480	264
1182	17217881	1366	486
1183	17225658	5	3
1184	17225697	202	114
1185	17226799	4857	652
1186	17253107	20	8
1187	17253243	387	172
1188	17255548	325	184
1189	17257595	42	34
1190	17257902	77	45
1191	17258400	24	18
1192	17258571	60099	306
1193	17529752	33	19
1194	17529983	54	32
1195	17530348	122	50
1196	17531125	324	139
1197	17533006	5	3
1198	17533047	697	163
1199	17536979	56	22
1200	17537309	2	1
1201	17537326	403	105
1202	17539486	4378	771
1203	17563090	8	5
1204	17563153	872	258
1205	17568181	331	61
1206	17570065	41	17
1207	17570329	118	58
1208	17571068	611	213
1209	17574665	25	10
1210	17574832	340	124
1211	17576854	6980	884
1212	17614340	34	22
1213	17614578	2412	529
1214	17627638	4	3
1215	17627670	72	26
1216	17628178	357	202
1217	17630441	166	70
1218	17631490	19	10
1219	17631626	1552	604
1220	17640558	286	167
1221	17642346	2582	786
1222	17656565	1301	297
1223	17663890	4	1
1224	17663921	10	1
1225	17663982	11015	1206
1226	17720087	730	141
1227	17724087	15	14
1228	17724210	662	217
1229	17728145	4	3
1230	17728181	15	13
1231	17728308	32	22
1232	17728533	9884	1203
1233	17778800	2023	482
1234	17790439	1168	220
1235	17796803	2510	609
1236	17811158	7547	332
1237	17850542	83	23
1238	17851081	358	213
1239	17853297	3804	620
1240	17874155	3132	943
1241	17892244	260	112
1242	17893879	974	294
1243	17899638	6253	927
1244	17933093	1311	349
1245	17940466	1869	493
1246	17950722	3082	640
1247	17967062	603	279
1248	17970735	167	128
1249	17971839	979	323
1250	17977646	3581	442
1251	17995527	116	98
1252	17996344	414	198
1253	17998911	300	149
1254	18000802	2023	596
1255	18012188	916	278
1256	18017422	166	82
1257	18018514	262	104
1258	18020251	55	32
1259	18020615	7933	1472
1260	18063681	604	305
1261	18067365	21	10
1262	18067510	6	3
1263	18067559	34	23
1264	18067823	365	183
1265	18070154	681	288
1266	18074094	3181	839
1267	18091427	212	132
1268	18092803	6274	649
1269	18124289	1890	376
1270	18134565	114	81
1271	18135343	523	107
1272	18138494	66	35
1273	18138935	638	255
1274	18142655	163	113
1275	18143740	96	48
1276	18144412	1311	647
1277	18152331	1197	307
1278	18159003	2429	679
1279	18172791	558	146
1280	18176017	163	75
1281	18177069	18535	621
1282	18267295	475	187
1283	18270093	3696	1053
1284	18290544	2840	919
1285	18306828	1671	481
1286	18316016	1040	583
1287	18322382	389	224
1288	18324896	2320	902
1289	18338136	645	366
1290	18342253	85	44
1291	18342849	1751	507
1292	18352095	3877	979
1293	18372659	1783	607
1294	18383193	90	55
1295	18383786	9038	1076
1296	18431751	51	24
1297	18432108	28	22
1298	18432309	70	56
1299	18432794	518	195
1300	18435916	65	30
1301	18436377	1302	358
1302	18443829	28	12
1303	18444024	176	81
1304	18445134	362	141
1305	18447319	6634	1155
1306	18480920	27	9
1307	18481096	1945	562
1308	18492347	31	21
